-500	-500	0	1.85459
-500	-472.973	0	1.91914
-500	-445.946	0	1.98537
-500	-418.919	0	2.05284
-500	-391.892	0	2.12103
-500	-364.865	0	2.18925
-500	-337.838	0	2.25665
-500	-310.811	0	2.32222
-500	-283.784	0	2.38475
-500	-256.757	0	2.44288
-500	-229.73	0	2.4951
-500	-202.703	0	2.53977
-500	-175.676	0	2.57521
-500	-148.649	0	2.59976
-500	-121.622	0	2.6119
-500	-94.5946	0	2.61033
-500	-67.5676	0	2.59408
-500	-40.5405	0	2.56263
-500	-13.5135	0	2.51596
-500	13.5135	0	2.4546
-500	40.5405	0	2.37957
-500	67.5676	0	2.29239
-500	94.5946	0	2.19492
-500	121.622	0	2.08928
-500	148.649	0	1.97769
-500	175.676	0	1.86236
-500	202.703	0	1.74538
-500	229.73	0	1.62863
-500	256.757	0	1.51374
-500	283.784	0	1.40203
-500	310.811	0	1.29457
-500	337.838	0	1.19212
-500	364.865	0	1.09524
-500	391.892	0	1.00424
-500	418.919	0	0.919273
-500	445.946	0	0.840362
-500	472.973	0	0.767407
-500	500	0	0.700235
-500	527.027	0	0.767407
-500	554.054	0	0.840362
-500	581.081	0	0.919273
-500	608.108	0	1.00424
-500	635.135	0	1.09524
-500	662.162	0	1.19212
-500	689.189	0	1.29457
-500	716.216	0	1.40203
-500	743.243	0	1.51374
-500	770.27	0	1.62863
-500	797.297	0	1.74538
-500	824.324	0	1.86236
-500	851.351	0	1.97769
-500	878.378	0	2.08928
-500	905.405	0	2.19492
-500	932.432	0	2.29239
-500	959.459	0	2.37957
-500	986.486	0	2.4546
-500	1013.51	0	2.51596
-500	1040.54	0	2.56263
-500	1067.57	0	2.59408
-500	1094.59	0	2.61033
-500	1121.62	0	2.6119
-500	1148.65	0	2.59976
-500	1175.68	0	2.57521
-500	1202.7	0	2.53977
-500	1229.73	0	2.4951
-500	1256.76	0	2.44288
-500	1283.78	0	2.38475
-500	1310.81	0	2.32222
-500	1337.84	0	2.25665
-500	1364.86	0	2.18925
-500	1391.89	0	2.12103
-500	1418.92	0	2.05284
-500	1445.95	0	1.98537
-500	1472.97	0	1.91914
-500	1500	0	1.85459
-479.798	-500	0	1.90267
-479.798	-472.973	0	1.97303
-479.798	-445.946	0	2.04565
-479.798	-418.919	0	2.12013
-479.798	-391.892	0	2.19594
-479.798	-364.865	0	2.27238
-479.798	-337.838	0	2.34855
-479.798	-310.811	0	2.42335
-479.798	-283.784	0	2.49544
-479.798	-256.757	0	2.5633
-479.798	-229.73	0	2.62515
-479.798	-202.703	0	2.67909
-479.798	-175.676	0	2.7231
-479.798	-148.649	0	2.75515
-479.798	-121.622	0	2.77333
-479.798	-94.5946	0	2.77601
-479.798	-67.5676	0	2.7619
-479.798	-40.5405	0	2.73029
-479.798	-13.5135	0	2.68107
-479.798	13.5135	0	2.61479
-479.798	40.5405	0	2.53268
-479.798	67.5676	0	2.43653
-479.798	94.5946	0	2.32859
-479.798	121.622	0	2.21143
-479.798	148.649	0	2.0877
-479.798	175.676	0	1.96004
-479.798	202.703	0	1.83089
-479.798	229.73	0	1.70245
-479.798	256.757	0	1.57656
-479.798	283.784	0	1.4547
-479.798	310.811	0	1.33802
-479.798	337.838	0	1.22732
-479.798	364.865	0	1.12312
-479.798	391.892	0	1.02573
-479.798	418.919	0	0.935221
-479.798	445.946	0	0.851544
-479.798	472.973	0	0.774527
-479.798	500	0	0.703916
-479.798	527.027	0	0.774527
-479.798	554.054	0	0.851544
-479.798	581.081	0	0.935221
-479.798	608.108	0	1.02573
-479.798	635.135	0	1.12312
-479.798	662.162	0	1.22732
-479.798	689.189	0	1.33802
-479.798	716.216	0	1.4547
-479.798	743.243	0	1.57656
-479.798	770.27	0	1.70245
-479.798	797.297	0	1.83089
-479.798	824.324	0	1.96004
-479.798	851.351	0	2.0877
-479.798	878.378	0	2.21143
-479.798	905.405	0	2.32859
-479.798	932.432	0	2.43653
-479.798	959.459	0	2.53268
-479.798	986.486	0	2.61479
-479.798	1013.51	0	2.68107
-479.798	1040.54	0	2.73029
-479.798	1067.57	0	2.7619
-479.798	1094.59	0	2.77601
-479.798	1121.62	0	2.77333
-479.798	1148.65	0	2.75515
-479.798	1175.68	0	2.7231
-479.798	1202.7	0	2.67909
-479.798	1229.73	0	2.62515
-479.798	1256.76	0	2.5633
-479.798	1283.78	0	2.49544
-479.798	1310.81	0	2.42335
-479.798	1337.84	0	2.34855
-479.798	1364.86	0	2.27238
-479.798	1391.89	0	2.19594
-479.798	1418.92	0	2.12013
-479.798	1445.95	0	2.04565
-479.798	1472.97	0	1.97303
-479.798	1500	0	1.90267
-459.596	-500	0	1.95174
-459.596	-472.973	0	2.02835
-459.596	-445.946	0	2.10791
-459.596	-418.919	0	2.19008
-459.596	-391.892	0	2.27432
-459.596	-364.865	0	2.35994
-459.596	-337.838	0	2.446
-459.596	-310.811	0	2.53133
-459.596	-283.784	0	2.61446
-459.596	-256.757	0	2.69365
-459.596	-229.73	0	2.76689
-459.596	-202.703	0	2.83191
-459.596	-175.676	0	2.88631
-459.596	-148.649	0	2.92759
-459.596	-121.622	0	2.95338
-459.596	-94.5946	0	2.96157
-459.596	-67.5676	0	2.95049
-459.596	-40.5405	0	2.91914
-459.596	-13.5135	0	2.86726
-459.596	13.5135	0	2.79547
-459.596	40.5405	0	2.70519
-459.596	67.5676	0	2.59861
-459.596	94.5946	0	2.47845
-459.596	121.622	0	2.34783
-459.596	148.649	0	2.20996
-459.596	175.676	0	2.06801
-459.596	202.703	0	1.92488
-459.596	229.73	0	1.78308
-459.596	256.757	0	1.64473
-459.596	283.784	0	1.51147
-459.596	310.811	0	1.38452
-459.596	337.838	0	1.26471
-459.596	364.865	0	1.15254
-459.596	391.892	0	1.04822
-459.596	418.919	0	0.951759
-459.596	445.946	0	0.863011
-459.596	472.973	0	0.781706
-459.596	500	0	0.707497
-459.596	527.027	0	0.781706
-459.596	554.054	0	0.863011
-459.596	581.081	0	0.951759
-459.596	608.108	0	1.04822
-459.596	635.135	0	1.15254
-459.596	662.162	0	1.26471
-459.596	689.189	0	1.38452
-459.596	716.216	0	1.51147
-459.596	743.243	0	1.64473
-459.596	770.27	0	1.78308
-459.596	797.297	0	1.92488
-459.596	824.324	0	2.06801
-459.596	851.351	0	2.20996
-459.596	878.378	0	2.34783
-459.596	905.405	0	2.47845
-459.596	932.432	0	2.59861
-459.596	959.459	0	2.70519
-459.596	986.486	0	2.79547
-459.596	1013.51	0	2.86726
-459.596	1040.54	0	2.91914
-459.596	1067.57	0	2.95049
-459.596	1094.59	0	2.96157
-459.596	1121.62	0	2.95338
-459.596	1148.65	0	2.92759
-459.596	1175.68	0	2.88631
-459.596	1202.7	0	2.83191
-459.596	1229.73	0	2.76689
-459.596	1256.76	0	2.69365
-459.596	1283.78	0	2.61446
-459.596	1310.81	0	2.53133
-459.596	1337.84	0	2.446
-459.596	1364.86	0	2.35994
-459.596	1391.89	0	2.27432
-459.596	1418.92	0	2.19008
-459.596	1445.95	0	2.10791
-459.596	1472.97	0	2.02835
-459.596	1500	0	1.95174
-439.394	-500	0	2.00163
-439.394	-472.973	0	2.08496
-439.394	-445.946	0	2.17205
-439.394	-418.919	0	2.26262
-439.394	-391.892	0	2.35618
-439.394	-364.865	0	2.45204
-439.394	-337.838	0	2.54926
-439.394	-310.811	0	2.64659
-439.394	-283.784	0	2.74245
-439.394	-256.757	0	2.83488
-439.394	-229.73	0	2.92158
-439.394	-202.703	0	2.9999
-439.394	-175.676	0	3.06693
-439.394	-148.649	0	3.11963
-439.394	-121.622	0	3.15501
-439.394	-94.5946	0	3.17035
-439.394	-67.5676	0	3.16347
-439.394	-40.5405	0	3.13296
-439.394	-13.5135	0	3.07838
-439.394	13.5135	0	3.00036
-439.394	40.5405	0	2.90061
-439.394	67.5676	0	2.78177
-439.394	94.5946	0	2.64722
-439.394	121.622	0	2.50076
-439.394	148.649	0	2.34633
-439.394	175.676	0	2.18773
-439.394	202.703	0	2.0284
-439.394	229.73	0	1.87129
-439.394	256.757	0	1.71878
-439.394	283.784	0	1.57269
-439.394	310.811	0	1.4343
-439.394	337.838	0	1.30444
-439.394	364.865	0	1.18354
-439.394	391.892	0	1.07172
-439.394	418.919	0	0.968883
-439.394	445.946	0	0.874748
-439.394	472.973	0	0.788928
-439.394	500	0	0.710963
-439.394	527.027	0	0.788928
-439.394	554.054	0	0.874748
-439.394	581.081	0	0.968883
-439.394	608.108	0	1.07172
-439.394	635.135	0	1.18354
-439.394	662.162	0	1.30444
-439.394	689.189	0	1.4343
-439.394	716.216	0	1.57269
-439.394	743.243	0	1.71878
-439.394	770.27	0	1.87129
-439.394	797.297	0	2.0284
-439.394	824.324	0	2.18773
-439.394	851.351	0	2.34633
-439.394	878.378	0	2.50076
-439.394	905.405	0	2.64722
-439.394	932.432	0	2.78177
-439.394	959.459	0	2.90061
-439.394	986.486	0	3.00036
-439.394	1013.51	0	3.07838
-439.394	1040.54	0	3.13296
-439.394	1067.57	0	3.16347
-439.394	1094.59	0	3.17035
-439.394	1121.62	0	3.15501
-439.394	1148.65	0	3.11963
-439.394	1175.68	0	3.06693
-439.394	1202.7	0	2.9999
-439.394	1229.73	0	2.92158
-439.394	1256.76	0	2.83488
-439.394	1283.78	0	2.74245
-439.394	1310.81	0	2.64659
-439.394	1337.84	0	2.54926
-439.394	1364.86	0	2.45204
-439.394	1391.89	0	2.35618
-439.394	1418.92	0	2.26262
-439.394	1445.95	0	2.17205
-439.394	1472.97	0	2.08496
-439.394	1500	0	2.00163
-419.192	-500	0	2.05216
-419.192	-472.973	0	2.14268
-419.192	-445.946	0	2.23791
-419.192	-418.919	0	2.33764
-419.192	-391.892	0	2.44146
-419.192	-364.865	0	2.54873
-419.192	-337.838	0	2.65851
-419.192	-310.811	0	2.76953
-419.192	-283.784	0	2.88007
-419.192	-256.757	0	2.98799
-419.192	-229.73	0	3.09065
-419.192	-202.703	0	3.18494
-419.192	-175.676	0	3.26739
-419.192	-148.649	0	3.33425
-419.192	-121.622	0	3.38176
-419.192	-94.5946	0	3.4064
-419.192	-67.5676	0	3.40529
-419.192	-40.5405	0	3.37646
-419.192	-13.5135	0	3.31917
-419.192	13.5135	0	3.23409
-419.192	40.5405	0	3.12323
-419.192	67.5676	0	2.98989
-419.192	94.5946	0	2.83823
-419.192	121.622	0	2.67298
-419.192	148.649	0	2.49899
-419.192	175.676	0	2.32086
-419.192	202.703	0	2.1427
-419.192	229.73	0	1.96794
-419.192	256.757	0	1.79929
